year,country,ccode,obsid,leader,tstart,tstop,event,event2,sanction,sanction_fin,sanction_trade,polity2,demobin,anocracy,autocracy,regime3,gwf_personal,gwf_military,gwf_party,Llog_gdppc,Llog_pop,Llog_imports_gdp_pc,Llog_oil_gas,cold_war,relfrac,gmlmidongoing
1977,Dominican Republic,42,DOM-1966,Balaguer,3837,4201,0,0,0,0,0,-3,0,1,0,Anocracy,1,0,0,8.161660452056282,15.459462934205035,1.7649705075859041,0,1,0.0819834255088534,0
1978,Dominican Republic,42,DOM-1966,Balaguer,4202,4383,0,1,0,0,0,5,0,1,0,Anocracy,1,0,0,8.184792654165078,15.483745540906831,1.7695486939905543,0,1,0.08700757035912343,0
1978,Dominican Republic,42,DOM-1978,Guzman Fernandez,0,183,0,0,0,0,0,5,0,1,0,Anocracy,1,0,0,NA,NA,NA,NA,1,0.08700757035912343,0
1979,Dominican Republic,42,DOM-1978,Guzman Fernandez,184,548,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.183955717304954,15.50769054688013,1.7647640340950903,0,1,0.0923116943557325,0
1980,Dominican Republic,42,DOM-1978,Guzman Fernandez,549,914,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.202208436436448,15.53151685628716,1.9052988683524668,0,1,0.09790766287025143,0
1981,Dominican Republic,42,DOM-1978,Guzman Fernandez,915,1279,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.237743803890933,15.555424826146348,2.11697902406501,0,1,0.10380751924093135,0
1982,Dominican Republic,42,DOM-1978,Guzman Fernandez,1280,1464,0,1,0,0,0,5,0,1,0,Anocracy,0,0,0,8.254788926148725,15.578786186972028,2.071642685598655,0,1,0.11002304955438802,0
1982,Dominican Republic,42,DOM-1982-1,Majluta Azar,0,43,0,1,0,0,0,5,0,1,0,Anocracy,0,0,0,NA,NA,NA,NA,1,0.11002304955438802,0
1982,Dominican Republic,42,DOM-1982-2,Blanco,0,137,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,NA,NA,NA,NA,1,0.11002304955438802,0
1983,Dominican Republic,42,DOM-1982-2,Blanco,138,502,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.249575150000199,15.602089967150787,1.9490182285653357,0,1,0.11656607955030474,0
1984,Dominican Republic,42,DOM-1982-2,Blanco,503,868,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.270013062273787,15.62478245227696,1.9307054669841663,0,1,0.12344804096914785,0
1985,Dominican Republic,42,DOM-1982-2,Blanco,869,1233,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.250620082174692,15.646811201812861,1.9145343532237786,0,1,0.13068025322878962,0
1986,Dominican Republic,42,DOM-1982-2,Blanco,1234,1461,0,1,0,0,0,5,0,1,0,Anocracy,0,0,0,8.203304026795282,15.668521903224093,1.9563089653366386,0,1,0.13827330056395515,1
1986,Dominican Republic,42,DOM-1986,Balaguer,0,137,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,NA,NA,NA,NA,1,0.13827330056395515,0
1987,Dominican Republic,42,DOM-1986,Balaguer,138,502,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.211211361793023,15.689924705314517,1.9835477584618935,0,1,0.14623711660008265,1
1988,Dominican Republic,42,DOM-1986,Balaguer,503,868,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.262816937670928,15.711179490582841,2.037330301980705,0,1,0.15458109391890829,0
1989,Dominican Republic,42,DOM-1986,Balaguer,869,1233,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.2482674474469,15.732286100508597,2.0552233418983947,0,1,0.16331360352962498,0
1990,Dominican Republic,42,DOM-1986,Balaguer,1234,1598,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.347353412124338,15.753100475403869,2.129749098103282,0,1,0.1724417499310651,0
1991,Dominican Republic,42,DOM-1986,Balaguer,1599,1963,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.278682162970906,15.77320810473576,2.1820443514353025,0,1,0.18197161367855685,0
1992,Dominican Republic,42,DOM-1986,Balaguer,1964,2329,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.286412721381758,15.791115422354626,2.2044053690482834,0,0,0.19190779504676736,0
1993,Dominican Republic,42,DOM-1986,Balaguer,2330,2694,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.339358976599692,15.808157062887608,2.2907266043369345,0,0,0.20225245306964001,0
1994,Dominican Republic,42,DOM-1986,Balaguer,2695,3059,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.40961159337499,15.823881625005022,2.3192090183646443,0,0,0.21300697484986586,1
1995,Dominican Republic,42,DOM-1986,Balaguer,3060,3424,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.433192003099748,15.839054802027414,2.7568100768672354,0,0,0.22416994714944838,0
1996,Dominican Republic,42,DOM-1986,Balaguer,3425,3653,0,1,0,0,0,8,1,0,0,Democracy,0,0,0,8.487069755497384,15.854564906417405,2.747848538092611,0,0,0.23573727892981078,0
1996,Dominican Republic,42,DOM-1996,Fernandez Reyna,0,137,0,0,0,0,0,8,1,0,0,Democracy,0,0,0,NA,NA,NA,NA,0,0.23573727892981078,0
1997,Dominican Republic,42,DOM-1996,Fernandez Reyna,138,502,0,0,0,0,0,8,1,0,0,Democracy,0,0,0,8.556138222181117,15.870373761774134,2.805561402925571,0,0,0.24770301162014674,0
1998,Dominican Republic,42,DOM-1996,Fernandez Reyna,503,867,0,0,0,0,0,8,1,0,0,Democracy,0,0,0,8.633533394984363,15.885921445758406,2.8971395566797704,0,0,0.26005786872427405,0
1999,Dominican Republic,42,DOM-1996,Fernandez Reyna,868,1232,0,0,0,0,0,8,1,0,0,Democracy,0,0,0,8.701627938893536,15.901345369074436,2.904396833857869,0,0,0.27278980039922096,0
2000,Dominican Republic,42,DOM-1996,Fernandez Reyna,1233,1461,0,1,0,0,0,8,1,0,0,Democracy,0,0,0,8.767139298420204,15.916646319104183,2.8820440561341303,0,0,0.2858832511693451,0
2000,Dominican Republic,42,DOM-2000,Hipolito Mejia,0,136,0,0,0,0,0,8,1,0,0,Democracy,0,0,0,NA,NA,NA,NA,0,0.2858832511693451,0
2001,Dominican Republic,42,DOM-2000,Hipolito Mejia,137,501,0,0,0,0,0,8,1,0,0,Democracy,0,0,0,8.82292398621384,15.931834745107622,2.970647851231084,0,0,0.2993193910444494,0
2002,Dominican Republic,42,DOM-2000,Hipolito Mejia,502,866,0,0,1,0,0,8,1,0,0,Democracy,0,0,0,8.841741820820785,15.946928847923832,2.8660761316669014,0,0,0.31307632912404415,0
2003,Dominican Republic,42,DOM-2000,Hipolito Mejia,867,1231,0,0,1,0,0,8,1,0,0,Democracy,0,0,0,8.899371379346618,15.96179382574264,2.804081362288125,0,0,0.32712742994936006,0
2004,Dominican Republic,42,DOM-2000,Hipolito Mejia,1232,1460,0,1,1,0,0,8,1,0,0,Democracy,0,0,0,8.899007115358994,15.97628896952836,2.653150362640972,0,0,0.34144337084765974,1
2004,Dominican Republic,42,DOM-2004,Fernandez Reyna,0,137,0,0,1,0,0,8,1,0,0,Democracy,0,0,0,NA,NA,NA,NA,0,0.34144337084765974,0
2005,Dominican Republic,42,DOM-2004,Fernandez Reyna,138,502,0,0,1,0,0,8,1,0,0,Democracy,0,0,0,8.91482068272267,15.990425902425102,2.6566168344833514,0,0,0.3559905886774516,0
2006,Dominican Republic,42,DOM-2004,Fernandez Reyna,503,867,0,0,1,0,0,8,1,0,0,Democracy,0,0,0,9.006561969094724,16.00420888995604,2.7673061950404936,0,0,0.37073182100814006,0
2007,Dominican Republic,42,DOM-2004,Fernandez Reyna,868,1232,0,0,1,0,0,8,1,0,0,Democracy,0,0,0,9.111611642368361,16.017646388661202,2.8531735750093077,0,0,0.38562647402296013,0
2008,Dominican Republic,42,DOM-2004,Fernandez Reyna,1233,1598,0,0,1,0,0,8,1,0,0,Democracy,0,0,0,9.196896205843725,16.030747489990606,2.864593281921043,0,0,0.40062979888919004,0
2009,Dominican Republic,42,DOM-2004,Fernandez Reyna,1599,1963,0,0,0,0,0,8,1,0,0,Democracy,0,0,0,9.232642700107586,16.043517568319977,2.972291853057164,0,0,0.41569457368348994,0
2010,Dominican Republic,42,DOM-2004,Fernandez Reyna,1964,2328,0,0,0,0,0,8,1,0,0,Democracy,0,0,0,9.246255133681458,16.0559553185327,2.7003481644480876,0,0,0.4307699651798401,0
2011,Dominican Republic,42,DOM-2004,Fernandez Reyna,2329,2693,0,0,1,1,1,8,1,0,0,Democracy,NA,NA,NA,9.330472718017836,16.068056306888455,2.8264078609304315,0,0,0.44580316913554996,NA
2012,Dominican Republic,42,DOM-2004,Fernandez Reyna,2694,2922,0,1,1,1,1,8,1,0,0,Democracy,NA,NA,NA,9.365547636278565,16.080078053770688,2.892143083041618,0,0,0.4607386368949501,NA
2012,Dominican Republic,42,DOM-2012,Medina,0,137,0,0,1,1,1,8,1,0,0,Democracy,NA,NA,NA,NA,NA,NA,NA,0,0.4607386368949501,NA
2013,Dominican Republic,42,DOM-2012,Medina,138,502,0,0,1,1,1,8,1,0,0,Democracy,NA,NA,NA,9.380451502861167,16.091981628643612,2.8846218143775393,0,0,0.4755195428466401,NA
2014,Dominican Republic,42,DOM-2012,Medina,503,867,0,0,1,1,1,8,1,0,0,Democracy,NA,NA,NA,9.416552768454514,16.103479351384042,2.7926541738958313,0,0,NA,NA
1960,D.R. of the Congo,490,DRC-1960-1,Lumumba,0,76,1,1,1,0,0,0,0,1,0,Anocracy,NA,NA,NA,NA,NA,NA,NA,1,0.07916517902274223,1
1960,D.R. of the Congo,490,DRC-1960-2,Mobutu,0,6,0,1,1,0,0,0,0,1,0,Anocracy,NA,NA,NA,NA,NA,NA,NA,1,0.07916517902274223,0
1960,D.R. of the Congo,490,DRC-1960-3,Kasavubu,0,102,0,0,1,0,0,0,0,1,0,Anocracy,NA,NA,NA,NA,NA,NA,NA,1,0.07916517902274223,1
1961,D.R. of the Congo,490,DRC-1960-3,Kasavubu,103,467,0,0,1,0,0,0,0,1,0,Anocracy,1,0,0,7.083387847625295,16.6255444998319,0.9343186039132524,0,1,0.08035632424700467,0
1962,D.R. of the Congo,490,DRC-1960-3,Kasavubu,468,832,0,0,1,0,0,0,0,1,0,Anocracy,1,0,0,6.947937068614969,16.64661762655535,0.9499286245420524,0,1,0.0815741442012966,0
1963,D.R. of the Congo,490,DRC-1960-3,Kasavubu,833,1197,0,0,1,0,0,-3,0,1,0,Anocracy,1,0,0,7.109062135687172,16.67693593827085,0.7807101429873561,0,1,0.08281873699050701,0
1964,D.R. of the Congo,490,DRC-1960-3,Kasavubu,1198,1563,0,0,0,0,0,-6,0,0,1,Autocracy,1,0,0,7.129297548929373,16.70739045582322,0.7195122702917235,0,1,0.08409134276377295,0
1965,D.R. of the Congo,490,DRC-1960-3,Kasavubu,1564,1892,1,1,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.0825485693553,16.72963416086447,0.8384534832647792,0,1,0.08539128450124467,1
1965,D.R. of the Congo,490,DRC-1965,Mobutu,0,36,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,NA,NA,NA,NA,1,0.08539128450124467,0
1966,D.R. of the Congo,490,DRC-1965,Mobutu,37,401,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.069874128458572,16.752315683802134,0.8945698606235752,0,1,0.08671960397782486,1
1967,D.R. of the Congo,490,DRC-1965,Mobutu,402,766,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.1098794630722715,16.777860955132812,0.8917578668151289,0,1,0.0880763808048276,0
1968,D.R. of the Congo,490,DRC-1965,Mobutu,767,1132,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.069874128458572,16.808292132484485,0.7379540707400813,0,1,0.08946226474781138,0
1969,D.R. of the Congo,490,DRC-1965,Mobutu,1133,1497,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.080867896690782,16.839374839674022,0.8182969998374338,0,1,0.09087732585877428,1
1970,D.R. of the Congo,490,DRC-1965,Mobutu,1498,1862,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.140453043101158,16.86851180591284,0.9894056210191711,0,1,0.09232239449224744,1
1971,D.R. of the Congo,490,DRC-1965,Mobutu,1863,2227,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.1098794630722715,16.896546522074388,1.0981148155398082,2.8104290832955425,1,0.0937973415680653,1
1972,D.R. of the Congo,490,DRC-1965,Mobutu,2228,2593,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.144407180321139,16.92392666609658,1.0563016434633288,3.067161553836441,1,0.09530298530483006,0
1973,D.R. of the Congo,490,DRC-1965,Mobutu,2594,2958,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.118826249062078,16.95133815309901,1.307770783210832,3.1812482934051256,1,0.09683918708984718,0
1974,D.R. of the Congo,490,DRC-1965,Mobutu,2959,3323,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.173958319756794,16.97965438286802,1.2617104405839379,3.4678545567852828,1,0.09840694409222228,0
1975,D.R. of the Congo,490,DRC-1965,Mobutu,3324,3688,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.179307969504034,17.00738477857136,1.3721102543174017,4.5688986103340445,1,0.10000648575495563,0
1976,D.R. of the Congo,490,DRC-1965,Mobutu,3689,4054,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.10085190894405,17.035696164693597,1.4041302586618556,0.25787388749045076,1,0.10163822581376547,0
1977,D.R. of the Congo,490,DRC-1965,Mobutu,4055,4419,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,7.01301578963963,17.06361413999338,1.3707331937949425,2.7329197112355326,1,0.1033023844186075,1
1978,D.R. of the Congo,490,DRC-1965,Mobutu,4420,4784,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.990256500493881,17.09204952261019,1.3769088615952232,2.6257166987871754,1,0.10499954996708483,1
1979,D.R. of the Congo,490,DRC-1965,Mobutu,4785,5149,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.900730664045173,17.123007440257805,1.2898425861278382,2.5494256574148717,1,0.1067301204178942,0
1980,D.R. of the Congo,490,DRC-1965,Mobutu,5150,5515,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.8679744089702925,17.15496614400366,1.2567654249879234,3.1021203690587593,1,0.10849448056336941,1
1981,D.R. of the Congo,490,DRC-1965,Mobutu,5516,5880,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.859614903654202,17.183238880619207,1.3855086145550508,3.073287292421711,1,0.11029301141917269,1
1982,D.R. of the Congo,490,DRC-1965,Mobutu,5881,6245,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.856461984594587,17.210288143428148,1.2325415118417358,2.9514298378972024,1,0.11212608763199872,1
1983,D.R. of the Congo,490,DRC-1965,Mobutu,6246,6610,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.824373670043086,17.238105470857484,0.9883166947919478,2.8704615196024625,1,0.1139944496085119,1
1984,D.R. of the Congo,490,DRC-1965,Mobutu,6611,6976,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.812345094177479,17.263810140304173,0.9724063943481009,2.807955920372438,1,0.11589826792060509,1
1985,D.R. of the Congo,490,DRC-1965,Mobutu,6977,7341,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.837332814685591,17.29184574560493,1.1760634363783222,2.7911977153976477,1,0.11783770239195623,0
1986,D.R. of the Congo,490,DRC-1965,Mobutu,7342,7706,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.812345094177479,17.32239488200126,1.2857524134040024,2.873417516605187,1,0.1198134716450926,0
1987,D.R. of the Congo,490,DRC-1965,Mobutu,7707,8071,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.827629234502852,17.352875924218907,1.320526253093309,2.207209672777611,1,0.12182609403304301,1
1988,D.R. of the Congo,490,DRC-1965,Mobutu,8072,8437,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.822197390620491,17.384540536554884,1.2076645972568436,2.3351924838741156,1,0.12387589376107278,0
1989,D.R. of the Congo,490,DRC-1965,Mobutu,8438,8802,0,0,0,0,0,-9,0,0,1,Autocracy,1,0,0,6.795705775173514,17.416327846840293,1.2031667070414498,2.02608789784775,1,0.12596299674611589,0
1990,D.R. of the Congo,490,DRC-1965,Mobutu,8803,9167,0,0,1,1,0,-8,0,0,1,Autocracy,1,0,0,6.7580945044277305,17.44792896678499,1.5451899663082556,2.065849493786315,1,0.1280882680057197,1
1991,D.R. of the Congo,490,DRC-1965,Mobutu,9168,9532,0,0,1,1,0,-8,0,0,1,Autocracy,1,0,0,6.70073110954781,17.4802883361004,1.6307853938158186,2.2577159141294234,1,0.13025144343213513,0
1992,D.R. of the Congo,490,DRC-1965,Mobutu,9533,9898,0,0,1,1,0,0,0,1,0,Anocracy,1,0,0,6.603855053848381,17.514512605321084,1.4934693265577674,2.014423921232517,0,0.13245355419594795,0
1993,D.R. of the Congo,490,DRC-1965,Mobutu,9899,10263,0,0,1,1,0,0,0,1,0,Anocracy,1,0,0,6.4872145797861265,17.54686048710754,1.374776666815833,1.9273223830091384,0,0.13469505847980412,1
1994,D.R. of the Congo,490,DRC-1965,Mobutu,10264,10628,0,0,1,1,0,0,0,1,0,Anocracy,1,0,0,6.334541586429318,17.580782836254098,1.4383730490200681,1.5837268808295866,0,0.13697566420956364,1
1995,D.R. of the Congo,490,DRC-1965,Mobutu,10629,10993,0,0,1,1,0,0,0,1,0,Anocracy,1,0,0,6.2641384027686176,17.615521866475373,1.634703968519415,1.5462398165783606,0,0.13929636559757763,0
1996,D.R. of the Congo,490,DRC-1965,Mobutu,10994,11359,0,0,1,1,0,0,0,1,0,Anocracy,1,0,0,6.276626424338748,17.656702861271715,1.86410680023646,1.526028291341843,0,0.14165721904855,1
1997,D.R. of the Congo,490,DRC-1965,Mobutu,11360,11495,1,1,1,1,0,0,0,1,0,Anocracy,1,0,0,6.261239862620191,17.677471510715613,1.8611912514991193,1.6379625021787223,0,0.14405845418338348,1
1997,D.R. of the Congo,490,DRC-1997,Laurent Kabila,0,229,0,0,1,1,0,0,0,1,0,Anocracy,1,0,0,NA,NA,NA,NA,0,0.14405845418338348,1
1998,D.R. of the Congo,490,DRC-1997,Laurent Kabila,230,594,0,0,1,1,0,0,0,1,0,Anocracy,1,0,0,6.193674848319251,17.69575554851908,1.6394149209018647,1.5410378106459004,0,0.14650066057386912,1
1999,D.R. of the Congo,490,DRC-1997,Laurent Kabila,595,959,0,0,1,0,0,0,0,1,0,Anocracy,1,0,0,6.158934623932226,17.71964775195171,1.5461738961837082,1.2167066170826895,0,0.14898441037927235,1
2000,D.R. of the Congo,490,DRC-1997,Laurent Kabila,960,1325,0,0,1,0,0,0,0,1,0,Anocracy,1,0,0,6.113691961692382,17.750885765839243,1.319951031053216,1.3805068922334915,0,0.1515095301376096,1
2001,D.R. of the Congo,490,DRC-1997,Laurent Kabila,1326,1341,1,1,1,0,0,0,0,1,0,Anocracy,1,0,0,6.025979366063064,17.78167566606954,1.4005363574746321,1.8631214408997012,0,0.15407656754566101,1
2001,D.R. of the Congo,490,DRC-2001,Joseph Kabila,0,348,0,0,1,0,0,0,0,1,0,Anocracy,1,0,0,NA,NA,NA,NA,0,0.15407656754566101,1
2002,D.R. of the Congo,490,DRC-2001,Joseph Kabila,349,713,0,0,1,0,0,0,0,1,0,Anocracy,1,0,0,6.000428976908006,17.812846665796428,1.4096279932022813,1.6224143982541435,0,0.15668587301657155,1
2003,D.R. of the Congo,490,DRC-2001,Joseph Kabila,714,1078,0,0,1,0,0,1,0,1,0,Anocracy,1,0,0,6.025443693217242,17.843902087988457,1.6023460625656105,1.5584671477966587,0,0.15933778713312208,1
2004,D.R. of the Congo,490,DRC-2001,Joseph Kabila,1079,1444,0,0,1,0,0,3,0,1,0,Anocracy,1,0,0,6.077707576660508,17.87353201823336,1.6376135198153126,1.6081591194868254,0,0.1620322602615356,1
2005,D.R. of the Congo,490,DRC-2001,Joseph Kabila,1445,1809,0,0,1,1,0,4,0,1,0,Anocracy,1,0,0,6.139878034616318,17.903141467301875,1.8016252809604374,1.7595578706578072,0,0.1647699729184796,1
2006,D.R. of the Congo,490,DRC-2001,Joseph Kabila,1810,2174,0,0,1,1,1,5,0,1,0,Anocracy,1,0,0,6.195813570598119,17.934123089783142,1.8861215047362672,1.9487140403185441,0,0.16755085026576755,1
2007,D.R. of the Congo,490,DRC-2001,Joseph Kabila,2175,2539,0,0,1,1,1,5,0,1,0,Anocracy,1,0,0,6.244668456131552,17.96622647437612,2.0641958849553665,2.0870698654430995,0,0.17037535585040953,1
2008,D.R. of the Congo,490,DRC-2001,Joseph Kabila,2540,2905,0,0,1,1,1,5,0,1,0,Anocracy,1,0,0,6.302686364521929,17.99892678998111,2.252847525654185,2.1721271018746573,0,0.17324356808732855,0
2009,D.R. of the Congo,490,DRC-2001,Joseph Kabila,2906,3270,0,0,1,1,1,5,0,1,0,Anocracy,1,0,0,6.361041167239311,18.032068328122072,2.496009604606926,2.2843291000163584,0,0.17615573605194879,1
2010,D.R. of the Congo,490,DRC-2001,Joseph Kabila,3271,3635,0,0,1,1,1,5,0,1,0,Anocracy,1,0,0,6.3885883885797465,18.06563147788301,2.2581060056348115,1.723621547274719,0,0.1791117296863881,0
2011,D.R. of the Congo,490,DRC-2001,Joseph Kabila,3636,4000,0,0,1,1,1,5,0,1,0,Anocracy,NA,NA,NA,6.456973480803442,18.099781299513698,2.3256597120256735,2.1177620533430215,0,0.18211212483086647,NA
2012,D.R. of the Congo,490,DRC-2001,Joseph Kabila,4001,4366,0,0,1,1,1,5,0,1,0,Anocracy,NA,NA,NA,6.523562306149512,18.134839376363466,2.4793668783709033,2.3287796322983394,0,0.18515694202750488,NA
2013,D.R. of the Congo,490,DRC-2001,Joseph Kabila,4367,4731,0,0,1,1,1,5,0,1,0,Anocracy,NA,NA,NA,6.571988361400619,18.169549798837394,2.5633386681806765,2.3327453821701276,0,0.18824618143062077,NA
2014,D.R. of the Congo,490,DRC-2001,Joseph Kabila,4732,5096,0,0,1,1,1,5,0,1,0,Anocracy,NA,NA,NA,6.629239068035541,18.204185170781386,2.5494246133863494,2.270625555793864,0,NA,NA
1960,Viet Nam,816,DRV-1945,Ho Chi Minh,5234,5599,0,0,1,0,1,-8,0,0,1,Autocracy,0,0,1,NA,NA,NA,NA,1,0.522913912955818,1
1961,Viet Nam,816,DRV-1945,Ho Chi Minh,5600,5964,0,0,1,0,1,-8,0,0,1,Autocracy,0,0,1,7.149916836132109,17.270447170271556,0.4663075349790782,0,1,0.524134370662332,1
1962,Viet Nam,816,DRV-1945,Ho Chi Minh,5965,6329,0,0,1,0,1,-8,0,0,1,Autocracy,0,0,1,7.165493475060845,17.302927133477393,0.4685353968075939,0,1,0.5253613774897092,1
1963,Viet Nam,816,DRV-1945,Ho Chi Minh,6330,6694,0,0,1,1,1,-8,0,0,1,Autocracy,0,0,1,7.252053951852814,17.335857152748364,0.44278649708067186,0,1,0.5265947629424735,1
1964,Viet Nam,816,DRV-1945,Ho Chi Minh,6695,7060,0,0,1,1,1,-8,0,0,1,Autocracy,0,0,1,7.2485040723706105,17.368927155377275,0.3414030067962707,0,1,0.5278346997674213,1
1965,Viet Nam,816,DRV-1945,Ho Chi Minh,7061,7425,0,0,1,1,1,-8,0,0,1,Autocracy,0,0,1,7.2633296174768365,17.401777162570486,0.21925916839717413,0,1,0.5290809665526093,1
1966,Viet Nam,816,DRV-1945,Ho Chi Minh,7426,7790,0,0,1,1,1,-8,0,0,1,Autocracy,0,0,1,7.242797922793756,17.433387148696003,0.270665440573177,0,1,0.5303339231414793,1
1967,Viet Nam,816,DRV-1945,Ho Chi Minh,7791,8155,0,0,1,1,1,-8,0,0,1,Autocracy,0,0,1,7.221835825288449,17.4630071311239,0.37097066177899746,0,1,0.5315931835902988,1
1968,Viet Nam,816,DRV-1945,Ho Chi Minh,8156,8521,0,0,1,1,1,-8,0,0,1,Autocracy,0,0,1,7.060476365999801,17.490897141333612,0.22853078701663126,0,1,0.532859194799614,1
1969,Viet Nam,816,DRV-1945,Ho Chi Minh,8522,8767,0,1,1,1,1,-7,0,0,1,Autocracy,0,0,1,7.01571242048723,17.517097133549235,0.18597526706947012,0,1,0.5341318340806405,1
1969,Viet Nam,816,DRV-1969,Le Duan,0,119,0,0,1,1,1,-7,0,0,1,Autocracy,0,0,1,NA,NA,NA,NA,1,0.5341318340806405,1
1970,Viet Nam,816,DRV-1969,Le Duan,120,484,0,0,1,1,1,-7,0,0,1,Autocracy,0,0,1,7.071573364211532,17.54221715851445,0.3057889893496405,0,1,0.5354112172938548,1
1971,Viet Nam,816,DRV-1969,Le Duan,485,849,0,0,1,1,1,-7,0,0,1,Autocracy,0,0,1,7.066466970136958,17.566817149563228,0.41543620508618656,0,1,0.536697626917523,1
1972,Viet Nam,816,DRV-1969,Le Duan,850,1215,0,0,1,1,1,-7,0,0,1,Autocracy,0,0,1,7.091742115095153,17.590897149460414,0.417948004088161,0,1,0.5379913425655539,1
1973,Viet Nam,816,DRV-1969,Le Duan,1216,1580,0,0,1,1,1,-7,0,0,1,Autocracy,0,0,1,7.15305163493748,17.6144771546148,0.523914438651377,0,1,0.5392925588529935,1
1974,Viet Nam,816,DRV-1969,Le Duan,1581,1945,0,0,1,1,1,-7,0,0,1,Autocracy,0,0,1,7.195187320178709,17.638407136715838,0.40511650125161686,0,1,0.5406018188020414,1
1975,Viet Nam,816,DRV-1969,Le Duan,1946,2310,0,0,1,1,1,-7,0,0,1,Autocracy,0,0,1,7.129297548929373,17.663577166121204,1.1616818834444929,0,1,0.5419194764844741,1
1976,Viet Nam,816,DRV-1969,Le Duan,2311,2676,0,0,1,1,1,-7,0,0,1,Autocracy,0,0,1,7.0317412587631285,17.68827715520208,0.8492449720003351,0,1,0.5432461344366348,1
1977,Viet Nam,816,DRV-1969,Le Duan,2677,3041,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,1,7.162397497355718,17.712887146366977,0.5956243446582139,0,1,0.5445823923528921,1
1978,Viet Nam,816,DRV-1969,Le Duan,3042,3406,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,1,7.1731917424865985,17.738147159385143,0.7060635771622258,0,1,0.5459293180359599,1
1979,Viet Nam,816,DRV-1969,Le Duan,3407,3771,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,1,7.158513997329321,17.76024715105152,0.9225919294484956,0,1,0.5472878496829159,1
1980,Viet Nam,816,DRV-1969,Le Duan,3772,4137,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,1,7.144407180321139,17.779527105549263,0.8824792548724703,0,1,0.5486591631117044,1
1981,Viet Nam,816,DRV-1969,Le Duan,4138,4502,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,1,7.095893221097532,17.799206610663997,0.8905980581933908,0,1,0.5500446888185248,1
1982,Viet Nam,816,DRV-1969,Le Duan,4503,4867,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,1,7.109062135687172,17.821072666675295,0.6111170155026997,0.0440911487835841,1,0.5514460972802488,1
1983,Viet Nam,816,DRV-1969,Le Duan,4868,5232,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,1,7.164720378771857,17.843397977448703,0.4692660210238987,0.08663923256081417,1,0.5528653173997218,1
1984,Viet Nam,816,DRV-1969,Le Duan,5233,5598,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,1,7.195187320178709,17.866187883885225,0.42717350612530913,0.23417092317814406,1,0.5543049614481452,1
